TckrSymb	Dt	OpnIntrst	FrstPric	MinPric	MaxPric	TradAvrgPric	LastPric
E1MR34	2022-02-04	-	515	508.98	517	510.62	508.98
RNGO11	2022-02-04	-	49.75	49.74	50.4	50.03	49.83
BLMO11	2022-02-04	-	25998.99	25998.99	25998.99	25998.99	25998.99
DOHL4F	2022-02-04	-	6.02	5.88	6.09	5.99	5.9
BRKMB60	2022-02-04	1454600	0.06	0.06	0.14	0.13	0.13
NPAR11	2022-02-04	-	12.89	12.6	12.9	12.82	12.6
BRKMC554	2022-02-04	1300800	1.76	1.76	1.76	1.76	1.76
CLSC4	2022-02-04	-	65	64.14	65	64.58	64.6
CSNAN240	2022-02-04	260000	0.16	0.14	0.22	0.17	0.14
CTNM3	2022-02-04	-	8.37	8.37	8.37	8.37	8.37
ELETN348	2022-02-04	58900	1.77	1.77	1.77	1.77	1.77
TELB3	2022-02-04	-	39.5	39.5	39.5	39.5	39.5
CSNAO242	2022-02-04	108800	0.72	0.58	0.72	0.68	0.58
SLED11	2022-02-04	-	2.4	2.4	2.5	2.45	2.4
BRKMO544	2022-02-04	1200	5.4	4.9	5.4	4.94	4.9
TAEEO345	2022-02-04	15200	0.15	0.15	0.15	0.15	0.15
CMIGO109	2022-02-04	7300	0.07	0.07	0.07	0.07	0.07
BRFSD220	2022-02-04	51700	0.77	0.77	0.77	0.77	0.77
A1ES34	2022-02-04	-	115.39	115.39	117.34	116.36	117.34
BRKMB480	2022-02-04	8100	13.23	13.16	13.23	13.19	13.16
C1TV34	2022-02-04	-	66.83	66.83	66.83	66.83	66.83
CEDO3F	2022-02-04	-	7.19	7.04	7.19	7.11	7.1
EGIEO390	2022-02-04	31500	0.29	0.29	0.29	0.29	0.29
B1LL34	2022-02-04	-	251.51	251.51	251.51	251.51	251.51
CPLEB600	2022-02-04	43000	1.4	1.4	1.4	1.4	1.4
ELET6F	2022-02-04	-	33.41	32.75	33.67	33.21	33.31
CMIG3	2022-02-04	-	18.09	17.68	18.15	17.85	17.72
SAPR11	2022-02-04	-	20.02	19.65	20.05	19.81	19.92
VGIP11	2022-02-04	-	100.71	100.43	101.3	100.97	101.25
MSFT34	2022-02-04	-	66.45	66.07	68.41	67.41	67.5
SULA4F	2022-02-04	-	8.36	7.8	8.5	7.98	8.03
TAEE4	2022-02-04	-	12.7	12.52	12.7	12.56	12.53
RADLN205	2022-02-04	123500	0.18	0.16	0.18	0.17	0.16
AIRB34	2022-02-04	-	40.12	39.52	41.77	41.09	41.65
CPLE11F	2022-02-04	-	35.47	32.14	35.86	35.4	35.49
CSNAN235	2022-02-04	233700	0.14	0.11	0.16	0.12	0.11
BRKMN550	2022-02-04	220200	4.5	3	4.5	4.43	3.06
MATV11	2022-02-04	-	98.25	98.25	99	98.95	99
BBFI11B	2022-02-04	-	2245.6	2225.18	2247.99	2239.13	2235
BRKMN430	2022-02-04	70800	0.01	0.01	0.01	0.01	0.01
CMIGC134	2022-02-04	173500	0.29	0.28	0.3	0.28	0.28
BRKMB640	2022-02-04	95300	0.4	0.39	0.56	0.53	0.56
ELETQ320	2022-02-04	-	1.9	1.9	1.9	1.9	1.9
CEBR3	2022-02-04	-	15.15	14.8	15.15	14.88	14.85
ELETC352	2022-02-04	83800	1.52	1.45	1.65	1.47	1.45
IB5M11	2022-02-04	-	93.82	92.84	93.82	93.14	93.09
BRFSB245	2022-02-04	673400	0.03	0.02	0.03	0.02	0.03
ORCL34	2022-02-04	-	72.67	72.67	73.49	73.24	73.4
MULTN190	2022-02-04	175900	0.08	0.08	0.08	0.08	0.08
BEEFN860	2022-02-04	40300	0.11	0.09	0.11	0.09	0.09
ITIT11	2022-02-04	-	72.09	71.5	72.1	71.99	72
CESPC240	2022-02-04	28900	0.73	0.73	0.73	0.73	0.73
GRNDB927	2022-02-04	27500	0.05	0.05	0.05	0.05	0.05
CALI3F	2022-02-04	-	150	150	150	150	150
XPHT12	2022-02-04	-	40.69	37.78	40.69	39.23	37.78
CESPN230	2022-02-04	10000	0.56	0.56	0.58	0.57	0.58
MTSA4	2022-02-04	-	40.06	40.06	40.06	40.06	40.06
CSNAO277	2022-02-04	18600	2	2	2	2	2
ENBR3	2022-02-04	-	21.18	20.88	21.2	20.98	20.91
BRFSC250	2022-02-04	365400	0.1	0.08	0.1	0.08	0.08
BRFSC230	2022-02-04	542000	0.28	0.18	0.28	0.21	0.18
PRNR3	2022-02-04	-	6.76	6.49	6.88	6.73	6.73
BIYW39	2022-02-04	-	16.38	15.5	16.38	15.85	15.81
BRFSB235	2022-02-04	868400	0.04	0.03	0.05	0.04	0.05
BRFSO190	2022-02-04	264300	0.77	0.77	1.28	1.11	1.22
BEEFC960	2022-02-04	30200	0.23	0.22	0.25	0.23	0.22
BEEFB860	2022-02-04	30000	0.47	0.47	0.48	0.47	0.48
ITIP11	2022-02-04	-	81.2	79.52	81.24	80.34	80.71
BRFSB255	2022-02-04	642100	0.02	0.01	0.02	0.01	0.02
ELETB345	2022-02-04	638100	0.86	0.73	0.99	0.86	0.87
RADLC235	2022-02-04	75800	0.64	0.5	0.64	0.57	0.52
CPLEC700	2022-02-04	1003900	0.48	0.47	0.48	0.47	0.47
SULAO225	2022-02-04	8700	0.45	0.45	0.59	0.49	0.47
M1TT34	2022-02-04	-	214.4	214.4	214.4	214.4	214.4
SULAN245	2022-02-04	51900	1	0.96	1	0.96	0.96
RADLB235	2022-02-04	91600	0.15	0.15	0.15	0.15	0.15
A1PH34	2022-02-04	-	210.42	210.42	210.42	210.42	210.42
TAEER37	2022-02-04	2600	0.75	0.75	0.75	0.75	0.75
SAPRB210	2022-02-04	48200	0.06	0.06	0.06	0.06	0.06
L1MN34	2022-02-04	-	67.1	67.1	67.1	67.1	67.1
N1CL34	2022-02-04	-	107.85	107.85	109	108.42	109
D1LR34	2022-02-04	-	194.25	194.25	195.51	194.48	195.51
BSOX39	2022-02-04	-	63.85	63.85	63.85	63.85	63.85
RBDS11	2022-02-04	-	6.81	6.79	6.81	6.8	6.79
R1DY34	2022-02-04	-	51.1	51.1	51.1	51.1	51.1
ALPA4F	2022-02-04	-	25.92	24.72	26.29	25.77	26.29
CPLE11	2022-02-04	-	35.45	35.2	35.64	35.44	35.46
HGLG11	2022-02-04	-	169.1	168.1	169.88	168.81	168.1
BTLG11	2022-02-04	-	105	105	106.1	105.34	105.99
ENEV3F	2022-02-04	-	13.19	12.96	13.45	13.17	13.22
BBRK1F	2022-02-04	-	0.1	0.06	0.11	0.08	0.07
VISA34	2022-02-04	-	60.78	60.1	61.44	60.63	61.08
MCHF11	2022-02-04	-	10.07	10.02	10.11	10.06	10.05
CESPN240	2022-02-04	1500	1	1	1	1	1
BIME11	2022-02-04	-	9.6	9.51	10	9.68	9.68
CSNAC284	2022-02-04	35500	1.01	1.01	1.01	1.01	1.01
BRFSN210	2022-02-04	622900	1.55	1.47	2.43	1.93	2.38
RCFA11	2022-02-04	-	7.79	7.65	8.29	7.99	7.99
AZEV4F	2022-02-04	-	3.15	3.05	3.2	3.1	3.2
BRFSC215	2022-02-04	218400	0.5	0.34	0.5	0.42	0.36
MDIAB239	2022-02-04	210800	0.15	0.09	0.15	0.14	0.09
EZTCN200	2022-02-04	8100	0.7	0.7	0.7	0.7	0.7
ELETO299	2022-02-04	11500	0.78	0.78	0.78	0.78	0.78
ELCI34	2022-02-04	-	827.32	827.32	841.55	835.18	834.5
TAEEO375	2022-02-04	30000	0.77	0.75	0.77	0.75	0.75
ELETP305	2022-02-04	6500	1.05	1.05	1.08	1.07	1.08
CMIGN145	2022-02-04	102800	1.2	1.2	1.2	1.2	1.2
GSHP3F	2022-02-04	-	29.95	29.95	30.68	30.58	30.62
RADLC220	2022-02-04	37800	1.16	1.1	1.16	1.15	1.1
TEKA3F	2022-02-04	-	26.6	26.6	26.6	26.6	26.6
PNVLC160	2022-02-04	962900	0.4	0.4	0.4	0.4	0.4
BEEFB107	2022-02-04	193600	0.05	0.05	0.05	0.05	0.05
FPAB11	2022-02-04	-	222	218	222	219.73	218
HSAF11	2022-02-04	-	94.8	94.12	94.85	94.73	94.45
AGRO3F	2022-02-04	-	28.15	27.15	28.39	27.65	27.55
KISU11	2022-02-04	-	7.86	7.86	7.97	7.92	7.94
TAEEN365	2022-02-04	71400	0.07	0.06	0.1	0.08	0.09
R1IN34	2022-02-04	-	181.98	181.98	182.88	182.02	182.69
CTXT11	2022-02-04	-	23.63	23.24	23.63	23.28	23.3
K2CG34	2022-02-04	-	6.65	6.65	6.65	6.65	6.65
EKTR3F	2022-02-04	-	31.01	31.01	31.01	31.01	31.01
ENBRB230	2022-02-04	376600	0.06	0.04	0.06	0.04	0.04
RBLG11	2022-02-04	-	87	87	87.1	87.08	87.1
SULAB270	2022-02-04	52800	0.16	0.16	0.16	0.16	0.16
CPLEC780	2022-02-04	-	0.05	0.05	0.05	0.05	0.05
J1CI34	2022-02-04	-	362	361.07	362	361.23	361.07
H1SB34	2022-02-04	-	49.16	49.16	49.54	49.41	49.54
VSEC11	2022-02-04	-	86.7	86.7	86.7	86.7	86.7
MGIM11	2022-02-04	-	100.01	100.01	100.01	100.01	100.01
TSNF34	2022-02-04	-	468.48	468.48	468.48	468.48	468.48
ELETC282	2022-02-04	13900	6.25	6.25	6.25	6.25	6.25
B1CS34	2022-02-04	-	59.51	59.51	59.51	59.51	59.51
BRKMC492	2022-02-04	88500	5.85	5.85	5.85	5.85	5.85
EGIEC445	2022-02-04	2400	0.11	0.11	0.11	0.11	0.11
S1LG34	2022-02-04	-	193.61	193.61	193.8	193.75	193.8
HABT11	2022-02-04	-	108.44	108.23	109.49	108.71	108.84
CPFE3	2022-02-04	-	28.75	28.04	29.05	28.24	28.3
BRKM3	2022-02-04	-	48.2	48.1	50.87	49.57	50.78
SHUL4F	2022-02-04	-	8.55	8.33	8.65	8.5	8.5
HETA4	2022-02-04	-	8.55	8.35	8.99	8.59	8.61
ATVI34	2022-02-04	-	417.48	417.25	423.55	419.63	422.37
G1SK34	2022-02-04	-	48.05	47.8	48.05	47.95	47.95
INEP3F	2022-02-04	-	1.54	1.53	1.6	1.56	1.56
JPPA11	2022-02-04	-	98.08	97.01	98.08	97.43	97.1
EQTLC240	2022-02-04	562600	0.78	0.78	0.81	0.8	0.81
RADLO205	2022-02-04	11200	0.35	0.35	0.45	0.41	0.41
N1XP34	2022-02-04	-	513.8	513.75	528.69	527.94	528.69
JHSFC620	2022-02-04	276000	0.3	0.27	0.3	0.29	0.27
ENGIN465	2022-02-04	-	1.19	1.19	1.35	1.27	1.35
RADLO200	2022-02-04	14400	0.3	0.3	0.32	0.31	0.32
BRKMO477	2022-02-04	19400	2	1.95	2	1.99	1.95
BRKMN530	2022-02-04	62500	2	1.79	2	1.8	1.79
SHPH11	2022-02-04	-	790.05	790.05	813.07	796.03	797
ELETC292	2022-02-04	13600	5.55	5.55	5.55	5.55	5.55
JHSFC600	2022-02-04	23500	0.36	0.31	0.36	0.35	0.31
GSGI34	2022-02-04	-	190.17	190.17	197.15	195.21	196.43
TPIS3	2022-02-04	-	2.04	1.93	2.04	1.96	1.96
XPCM11	2022-02-04	-	18.86	18.77	19.15	18.89	18.79
RCRB11	2022-02-04	-	132	131.5	132.28	131.92	132.05
COCA34	2022-02-04	-	54.03	53.89	54.7	54.3	54.24
S2NW34	2022-02-04	-	35.85	35.85	37.52	36.79	37.05
BLAK34	2022-02-04	-	720	712.12	723	718.3	718.57
BRKMB50	2022-02-04	99300	2.43	2.43	4.25	3.84	4.07
CSCO34	2022-02-04	-	59.12	57.66	59.12	58.38	58.9
RADLC250	2022-02-04	87700	0.23	0.19	0.23	0.2	0.21
CESPP240	2022-02-04	1000	1.36	1.36	1.36	1.36	1.36
CSNAC282	2022-02-04	50000	1.1	1.06	1.17	1.13	1.06
A1BB34	2022-02-04	-	45.3	45.3	45.66	45.49	45.66
ELETC307	2022-02-04	53000	4.3	4.2	4.7	4.41	4.7
BRKMC544	2022-02-04	110100	1.98	1.98	2.75	2.41	2.75
A1TH34	2022-02-04	-	16.54	16.28	16.54	16.46	16.3
METB34	2022-02-04	-	363	363	368.61	365.17	368.61
LOWC34	2022-02-04	-	609.7	609.7	609.89	609.7	609.89
BOXP34	2022-02-04	-	60.01	59.82	60.3	60.11	60.23
JHSFO580	2022-02-04	600	0.25	0.25	0.25	0.25	0.25
ABTT34	2022-02-04	-	172.5	172.5	173.5	172.81	172.77
EZTCN170	2022-02-04	38100	0.2	0.2	0.2	0.2	0.2
EZTCQ317	2022-02-04	-	11.4	11.4	11.4	11.4	11.4
BRKMB664	2022-02-04	200	0.06	0.06	0.06	0.06	0.06
W1DC34	2022-02-04	-	277.31	277.31	278.56	277.82	277.98
CESPB240	2022-02-04	40100	0.22	0.22	0.22	0.22	0.22
BEEFB880	2022-02-04	10500	0.26	0.26	0.36	0.35	0.36
F1NI34	2022-02-04	-	37.7	37.47	37.7	37.57	37.47
FBOK34	2022-02-04	-	45.75	43.9	46.24	45.01	45
JHSF3	2022-02-04	-	6.21	5.84	6.23	5.95	5.95
ATTB34	2022-02-04	-	43	42.7	43.68	43.08	43.03
EZTC3F	2022-02-04	-	20.31	19.18	20.47	19.43	19.4
KNIP11	2022-02-04	-	102.57	102.42	102.88	102.63	102.75
AIEC11	2022-02-04	-	78.43	75.22	78.78	76.99	77.8
BCHI39	2022-02-04	-	42	40.97	43.72	41.49	41.64
VRTA11	2022-02-04	-	104	103.02	104.3	103.96	103.85
BLMG11	2022-02-04	-	94.36	93.78	97.11	95.03	96.18
T1AL34	2022-02-04	-	1.52	1.52	1.63	1.56	1.62
IBCR11	2022-02-04	-	96.84	96.31	97.05	96.55	96.5
BRFSL37	2022-02-04	3900	0.4	0.39	0.4	0.39	0.39
RNEW3F	2022-02-04	-	2.77	2.56	2.9	2.67	2.61
CGAS5F	2022-02-04	-	128.97	124	129.99	126.45	124.01
U2ST34	2022-02-04	-	27.65	25.78	29.5	28.7	29.01
TLNC34	2022-02-04	-	25.1	24.99	25.3	25.1	25.3
CTSA3	2022-02-04	-	1.89	1.87	1.92	1.89	1.91
MDIAN239	2022-02-04	25800	2.1	2.08	2.1	2.08	2.08
BRFSO210	2022-02-04	519600	1.99	1.99	2.52	2.32	2.47
FIIP11B	2022-02-04	-	162.93	160	163.19	161.16	163.13
CTNM4	2022-02-04	-	3.63	3.63	3.68	3.65	3.68
CSNAO252	2022-02-04	42800	1.06	0.88	1.06	0.98	0.88
EQTLO235	2022-02-04	11800	0.95	0.59	0.95	0.73	0.59
D1EL34	2022-02-04	-	311.51	311.51	311.51	311.51	311.51
LUXM4	2022-02-04	-	81.01	81	81.99	81.49	81.99
BRKM6	2022-02-04	-	33.99	33.69	34	33.85	33.69
BRFSC180	2022-02-04	-	1.82	1.75	1.82	1.8	1.75
E2TS34	2022-02-04	-	44.6	44.6	47.71	47.38	47.71
SAPRB195	2022-02-04	160600	0.6	0.6	0.6	0.6	0.6
BRKMB475	2022-02-04	22100	4	4	4	4	4
BRKMB520	2022-02-04	36200	8.91	8.91	8.91	8.91	8.91
CSNA3	2022-02-04	-	26.41	26.01	26.79	26.46	26.63
CPTS11	2022-02-04	-	97.47	97.3	97.5	97.45	97.5
MELI34	2022-02-04	-	45.57	43.7	46.8	45.29	46.2
ODPV3	2022-02-04	-	12.25	11.91	12.25	12.11	12.21
M1RN34	2022-02-04	-	88	85.62	89.3	87.39	86.6
RBVA11	2022-02-04	-	96.94	96.51	97.48	96.92	96.6
S2EA34	2022-02-04	-	31.2	30.85	33.17	32.32	32.98
LVBI11	2022-02-04	-	99.19	98.8	100	99.44	99.87
MULTD180	2022-02-04	100	3.45	3.45	3.45	3.45	3.45
JRDM11	2022-02-04	-	69.03	68.6	69.32	68.79	68.72
RADLO210	2022-02-04	18700	0.55	0.5	0.58	0.53	0.56
TMCO34	2022-02-04	-	1053.15	1041.24	1053.15	1041.6	1041.24
BRKMO514	2022-02-04	90300	3.81	2.07	3.81	2.4	2.11
BRKMB510	2022-02-04	355800	1.95	1.9	3.06	2.6	2.92
ELETB343	2022-02-04	58800	0.95	0.91	1.07	0.95	1.07
MULTB220	2022-02-04	235700	0.34	0.09	0.34	0.21	0.26
EUCA4F	2022-02-04	-	9	8.87	9.17	9.04	9.1
MORC11	2022-02-04	-	99.78	99.6	99.8	99.73	99.6
SULAC245	2022-02-04	4000	1.36	1.36	1.36	1.36	1.36
CBEE3	2022-02-04	-	23.01	23.01	23.01	23.01	23.01
EZTCC210	2022-02-04	35500	0.75	0.75	0.75	0.75	0.75
EQTLN235	2022-02-04	58600	0.65	0.35	0.66	0.62	0.37
SAPRC215	2022-02-04	15000	0.25	0.24	0.25	0.24	0.25
EQTLN215	2022-02-04	113700	0.07	0.05	0.07	0.05	0.05
BAUH4	2022-02-04	-	84.02	84.02	84.78	84.52	84.78
IMBB11	2022-02-04	-	105	105	105	105	105
CRDE3	2022-02-04	-	16.74	16.74	16.74	16.74	16.74
FMXB34	2022-02-04	-	396.24	396.24	396.24	396.24	396.24
W1EL34	2022-02-04	-	216.62	216.05	216.7	216.18	216.69
X1EL34	2022-02-04	-	184.01	184.01	184.01	184.01	184.01
A1AP34	2022-02-04	-	75.04	75.04	75.04	75.04	75.04
CMIGO114	2022-02-04	41100	0.1	0.1	0.1	0.1	0.1
H1CA34	2022-02-04	-	633.59	633.59	641.39	640.27	641.39
CMIGP119	2022-02-04	11400	0.31	0.31	0.31	0.31	0.31
BICR11	2022-02-04	-	95.35	95.35	95.35	95.35	95.35
MULTB234	2022-02-04	36300	0.05	0.05	0.05	0.05	0.05
AZEV3F	2022-02-04	-	3.95	3.79	3.97	3.82	3.83
BRFSO160	2022-02-04	60100	0.18	0.18	0.27	0.21	0.27
CMIGN135	2022-02-04	337200	0.29	0.29	0.42	0.38	0.37
BRKMB490	2022-02-04	7800	10.43	10.43	10.69	10.51	10.69
HOOT4F	2022-02-04	-	2.75	2.73	2.75	2.74	2.75
IBFF11	2022-02-04	-	58.99	58.7	59.81	59.56	59.78
CSNAB295	2022-02-04	503800	0.16	0.14	0.2	0.18	0.19
SULAO245	2022-02-04	31600	1.55	1.12	1.55	1.35	1.2
TAEEN375	2022-02-04	134500	0.18	0.15	0.19	0.17	0.15
EQTLB225	2022-02-04	353900	1.1	0.93	1.49	1.2	1.49
D1VN34	2022-02-04	-	290.65	282.58	294.28	287.4	282.58
MULTB215	2022-02-04	117200	0.3	0.3	0.53	0.31	0.53
BEEFB920	2022-02-04	11400	0.14	0.14	0.17	0.16	0.17
CPLEB680	2022-02-04	367300	0.66	0.56	0.66	0.56	0.56
BDLL4	2022-02-04	-	9.9	9.9	10	9.99	9.91
RBRS11	2022-02-04	-	65.01	65	65.51	65.08	65.51
TAEEO360	2022-02-04	62100	0.37	0.34	0.38	0.36	0.34
MULTN210	2022-02-04	109700	0.61	0.61	0.61	0.61	0.61
EGIEB420	2022-02-04	77000	0.35	0.26	0.37	0.35	0.26
APTO11	2022-02-04	-	10.7	10.5	10.8	10.68	10.5
O1MC34	2022-02-04	-	205.7	205.39	205.7	205.42	205.39
A1MP34	2022-02-04	-	412	411.8	412	411.82	411.8
CPLEC660	2022-02-04	143300	0.8	0.8	0.8	0.8	0.8
MULTC22	2022-02-04	17900	0.4	0.4	0.51	0.46	0.51
STBPB716	2022-02-04	18300	0.35	0.35	0.35	0.35	0.35
TAEE11F	2022-02-04	-	37.95	37.52	37.95	37.65	37.58
VULC3	2022-02-04	-	8.89	8.42	8.89	8.59	8.66
DISB34	2022-02-04	-	49	49	50.77	50.08	50.65
BIVB39	2022-02-04	-	59.63	59.44	60.53	59.99	60.22
VILG11	2022-02-04	-	101.64	100.01	102.45	100.89	101.86
BRKM3F	2022-02-04	-	48.4	47.91	51	49.67	50.54
ABCP11	2022-02-04	-	75.89	75.01	75.99	75.56	75.99
BRFSC225	2022-02-04	339900	0.35	0.22	0.35	0.27	0.22
BIEU39	2022-02-04	-	49.78	49.68	50.08	49.97	49.98
BRFSC195	2022-02-04	63000	1.06	0.84	1.16	0.98	0.86
CMIGC144	2022-02-04	31600	0.1	0.09	0.11	0.09	0.09
TAEEC390	2022-02-04	60500	0.53	0.5	0.55	0.51	0.5
NETE34	2022-02-04	-	540	537.59	540	538.25	537.59
HGPO11	2022-02-04	-	250.18	250.15	253	250.9	251.88
CEDO4F	2022-02-04	-	5.25	5.21	5.55	5.35	5.55
NORD3	2022-02-04	-	9.7	9.7	10.12	10.03	10.12
FSRF11F	2022-02-04	-	0.25	0.25	0.28	0.27	0.25
RNEW11F	2022-02-04	-	7.83	6.93	7.9	7.76	7.85
TAEEC395	2022-02-04	74100	0.38	0.36	0.38	0.36	0.38
EQTLC260	2022-02-04	3000	0.19	0.19	0.2	0.19	0.2
I1PC34	2022-02-04	-	255.25	255.25	255.25	255.25	255.25
ELETC297	2022-02-04	35600	5.1	5.02	5.35	5.14	5.18
CPFEB283	2022-02-04	4000	0.66	0.66	0.66	0.66	0.66
SULAB275	2022-02-04	121600	0.07	0.06	0.07	0.06	0.06
SLED12F	2022-02-04	-	3	3	3	3	3
AMZO34	2022-02-04	-	105.57	102.33	109.32	106.66	107.3
TORD11	2022-02-04	-	9.6	9.6	9.7	9.64	9.69
AGRO3	2022-02-04	-	28.15	27.23	28.16	27.61	27.94
NEWL11	2022-02-04	-	101.3	101.29	102.98	101.92	102.88
OUFF11	2022-02-04	-	66.95	66.03	67.06	66.5	66.65
BRFSB225	2022-02-04	780400	0.12	0.06	0.12	0.06	0.06
TMOS34	2022-02-04	-	65.53	65.53	66.35	66.33	65.6
TELB4	2022-02-04	-	14.95	14.6	14.95	14.76	14.6
SSFO34	2022-02-04	-	50.55	50.55	53.38	52.92	53
BRFSC220	2022-02-04	914000	0.48	0.27	0.48	0.31	0.27
EGIEC420	2022-02-04	77700	0.88	0.65	0.93	0.7	0.72
ELETO367	2022-02-04	3600	3.35	3.35	3.35	3.35	3.35
BRFSB260	2022-02-04	231700	0.02	0.01	0.02	0.01	0.02
CSNAO272	2022-02-04	28900	1.76	1.76	1.92	1.89	1.78
CPLEO720	2022-02-04	51000	0.14	0.1	0.14	0.11	0.1
EGIEN360	2022-02-04	48500	0.05	0.05	0.05	0.05	0.05
CSNAB255	2022-02-04	301500	1.78	1.67	1.83	1.76	1.79
BEEFB900	2022-02-04	99900	0.19	0.19	0.27	0.24	0.27
EGIEN350	2022-02-04	30200	0.01	0.01	0.02	0.01	0.02
MULTO20	2022-02-04	59200	0.65	0.63	0.72	0.67	0.63
TAEED400	2022-02-04	100	0.61	0.54	0.62	0.59	0.54
TAEEB415	2022-02-04	144400	0.06	0.04	0.06	0.05	0.06
SULAB255	2022-02-04	31400	0.3	0.3	0.34	0.3	0.34
COTY34	2022-02-04	-	22.7	22.7	22.7	22.7	22.7
SAPRB205	2022-02-04	144800	0.15	0.15	0.15	0.15	0.15
ENBRB220	2022-02-04	139600	0.27	0.27	0.27	0.27	0.27
BRFSC280	2022-02-04	78700	0.06	0.03	0.06	0.05	0.03
CESP5F	2022-02-04	-	26.85	26.85	26.85	26.85	26.85
VGIR11	2022-02-04	-	100.91	98.15	101.32	99.07	98.7
CSNAB260	2022-02-04	696600	1.4	1.15	1.46	1.42	1.41
PLOG11	2022-02-04	-	75.7	74.07	75.7	74.2	74.07
BERK34	2022-02-04	-	82.85	82.85	84.53	83.9	84
ENGI3	2022-02-04	-	14.11	13.91	14.22	14.05	14.1
SLED4	2022-02-04	-	9.1	6.55	10	7.73	6.86
MULTO220	2022-02-04	138200	1.49	1.34	1.49	1.43	1.34
BRFSN180	2022-02-04	213800	0.12	0.12	0.38	0.26	0.34
B1PP34	2022-02-04	-	43.36	43.36	44.17	43.76	43.95
ARRI11	2022-02-04	-	99.75	99.5	100.49	100.16	100
SULA3	2022-02-04	-	8.17	7.9	8.18	8.07	8.11
CSNAB285	2022-02-04	726500	0.3	0.25	0.38	0.29	0.35
PLAS3	2022-02-04	-	10	9.88	10	9.97	9.88
JHSFC660	2022-02-04	83000	0.2	0.15	0.2	0.16	0.15
TAEEB400	2022-02-04	276900	0.32	0.23	0.33	0.26	0.23
CSNAC277	2022-02-04	146400	1.24	1.1	1.38	1.21	1.29
EZTCO180	2022-02-04	16100	0.4	0.4	0.6	0.54	0.56
BBYY34	2022-02-04	-	510	510	516.26	513.65	516.26
CORM11	2022-02-04	-	97.14	95	97.15	95.7	97.15
A1LN34	2022-02-04	-	38.3	38.3	38.3	38.3	38.3
V1NO34	2022-02-04	-	215.25	214	215.25	214.91	214
BRKMO472	2022-02-04	53100	1.55	1.5	1.55	1.52	1.5
RMAI11	2022-02-04	-	40.39	40.3	40.39	40.32	40.3
D1HI34	2022-02-04	-	454.5	450.77	454.5	453.37	450.77
KEVE11	2022-02-04	-	1000	1000	1000	1000	1000
CMIGC154	2022-02-04	63800	0.04	0.04	0.04	0.04	0.04
BDLL3F	2022-02-04	-	11.17	11.17	13.5	12.53	12
ELETB380	2022-02-04	75400	0.19	0.19	0.19	0.19	0.19
BLMC11	2022-02-04	-	99.7	97	99.7	98.99	97
ELETR329	2022-02-04	767700	2.59	2.59	2.59	2.59	2.59
BRKMB650	2022-02-04	75400	0.45	0.44	0.45	0.44	0.45
TUPYF205	2022-02-04	1000	1.8	1.78	1.8	1.78	1.78
CPLEN600	2022-02-04	119600	0.01	0.01	0.01	0.01	0.01
BEGE39	2022-02-04	-	53.93	53.93	53.93	53.93	53.93
CSNAC257	2022-02-04	94400	2.33	2.33	2.33	2.33	2.33
ELET6	2022-02-04	-	33.21	32.76	33.68	33.2	33.16
ENGI11	2022-02-04	-	43.84	42.92	43.97	43.31	43.36
QAGR11	2022-02-04	-	50	49.51	50.25	49.85	49.99
TUPY3	2022-02-04	-	19.78	19.27	19.86	19.45	19.61
KNRE11	2022-02-04	-	0.83	0.83	0.9	0.86	0.9
MCHF12	2022-02-04	-	0.04	0.04	0.12	0.07	0.04
HBOR3F	2022-02-04	-	4.31	4.06	4.38	4.16	4.08
S2QU34	2022-02-04	-	21.86	21.5	23.27	22.71	23.06
NAVT11	2022-02-04	-	72.95	72.86	77.95	75.68	76.44
EUCA3	2022-02-04	-	14.49	14.26	14.58	14.5	14.29
BIVW39	2022-02-04	-	50.1	50.1	51.08	51.07	51.08
CSNAC299	2022-02-04	57900	0.53	0.53	0.6	0.53	0.6
TAEEC365	2022-02-04	53400	1.98	1.9	1.98	1.91	1.91
HUSC11	2022-02-04	-	110.97	110.97	110.98	110.97	110.98
CSNAN250	2022-02-04	396900	0.35	0.27	0.41	0.33	0.27
INTU34	2022-02-04	-	713.55	713.55	728.53	723.07	725.02
CMIGN129	2022-02-04	295400	0.18	0.15	0.2	0.15	0.18
BRFSD205	2022-02-04	331500	1.12	0.87	1.12	1.09	0.87
GRNDN827	2022-02-04	6700	0.22	0.22	0.31	0.28	0.31
FSTU11F	2022-02-04	-	0.51	0.45	0.51	0.46	0.5
EZTCN175	2022-02-04	76600	0.11	0.1	0.14	0.1	0.11
CSNAR355	2022-02-04	-	7.9	7.9	7.9	7.9	7.9
CPLEB660	2022-02-04	746300	0.75	0.75	0.75	0.75	0.75
ELETN277	2022-02-04	44100	0.34	0.22	0.34	0.26	0.22
CPFEN270	2022-02-04	31200	0.2	0.2	0.2	0.2	0.2
EZTCO185	2022-02-04	4100	0.71	0.71	0.71	0.71	0.71
TOTSO260	2022-02-04	1981900	0.66	0.66	0.66	0.66	0.66
RZAK11	2022-02-04	-	93.6	93.6	97.47	95.78	96.5
VISC11	2022-02-04	-	100.78	99.41	100.78	100.05	100.06
PNVL3	2022-02-04	-	13.73	13.07	13.79	13.25	13.09
HSLG11	2022-02-04	-	89.96	89.5	90.74	89.89	90.73
HGRU11	2022-02-04	-	113.55	113.55	114.49	113.88	113.92
